Probability,Solvable,Runtime,Path Length (Repeated A*,Path Length (Discovered),Path Length (Complete),Number of Cells Processed,Runtime Weight (EC),Backtrack Steps (EC)
0.0,true,-1,346.0,-1.0,-1.0,7070,1.0,0.0
0.0,true,-1,354.0,-1.0,-1.0,8410,1.0,0.0
0.0,true,-1,346.0,-1.0,-1.0,9013,1.0,0.0
0.0,true,-1,318.0,-1.0,-1.0,8161,1.0,0.0
0.0,true,-1,360.0,-1.0,-1.0,8672,1.0,0.0
0.0,true,-1,536.0,-1.0,-1.0,11089,1.0,0.0
0.0,true,-1,356.0,-1.0,-1.0,8990,1.0,0.0
0.0,true,-1,380.0,-1.0,-1.0,10583,1.0,0.0
0.0,true,-1,336.0,-1.0,-1.0,10850,1.0,0.0
0.0,true,-1,440.0,-1.0,-1.0,10088,1.0,0.0
0.0,true,-1,434.0,-1.0,-1.0,9123,1.0,0.0
0.0,true,-1,426.0,-1.0,-1.0,12421,1.0,0.0
0.0,true,-1,476.0,-1.0,-1.0,11019,1.0,0.0
0.0,true,-1,348.0,-1.0,-1.0,10506,1.0,0.0
0.0,true,-1,410.0,-1.0,-1.0,9655,1.0,0.0
0.0,true,-1,340.0,-1.0,-1.0,6878,1.0,0.0
0.0,true,-1,466.0,-1.0,-1.0,11567,1.0,0.0
0.0,true,-1,358.0,-1.0,-1.0,9827,1.0,0.0
0.0,true,-1,296.0,-1.0,-1.0,6620,1.0,0.0
0.0,true,-1,398.0,-1.0,-1.0,9605,1.0,0.0
0.0,true,-1,378.0,-1.0,-1.0,8531,1.0,0.0
0.0,true,-1,314.0,-1.0,-1.0,8907,1.0,0.0
0.0,true,-1,244.0,-1.0,-1.0,6379,1.0,0.0
0.0,true,-1,310.0,-1.0,-1.0,6381,1.0,0.0
0.0,true,-1,314.0,-1.0,-1.0,6684,1.0,0.0
0.0,true,-1,330.0,-1.0,-1.0,5450,1.0,0.0
0.0,true,-1,340.0,-1.0,-1.0,9244,1.0,0.0
0.0,true,-1,330.0,-1.0,-1.0,6718,1.0,0.0
0.0,true,-1,368.0,-1.0,-1.0,8785,1.0,0.0
0.0,true,-1,378.0,-1.0,-1.0,7512,1.0,0.0
0.0,true,-1,316.0,-1.0,-1.0,6940,1.0,0.0
0.0,true,-1,316.0,-1.0,-1.0,8134,1.0,0.0
0.0,true,-1,372.0,-1.0,-1.0,9930,1.0,0.0
0.0,true,-1,482.0,-1.0,-1.0,9446,1.0,0.0
0.0,true,-1,432.0,-1.0,-1.0,11017,1.0,0.0
0.0,true,-1,340.0,-1.0,-1.0,6260,1.0,0.0
0.0,true,-1,310.0,-1.0,-1.0,7314,1.0,0.0
0.0,true,-1,368.0,-1.0,-1.0,10550,1.0,0.0
0.0,true,-1,300.0,-1.0,-1.0,9646,1.0,0.0
0.0,true,-1,324.0,-1.0,-1.0,6735,1.0,0.0
0.0,true,-1,480.0,-1.0,-1.0,12780,1.0,0.0
0.0,true,-1,346.0,-1.0,-1.0,8373,1.0,0.0
0.0,true,-1,310.0,-1.0,-1.0,8813,1.0,0.0
0.0,true,-1,366.0,-1.0,-1.0,6915,1.0,0.0
0.0,true,-1,390.0,-1.0,-1.0,9660,1.0,0.0
0.0,true,-1,362.0,-1.0,-1.0,8906,1.0,0.0
0.0,true,-1,374.0,-1.0,-1.0,8266,1.0,0.0
0.0,true,-1,406.0,-1.0,-1.0,13212,1.0,0.0
0.0,true,-1,514.0,-1.0,-1.0,12155,1.0,0.0
0.0,true,-1,388.0,-1.0,-1.0,9578,1.0,0.0
0.0,true,-1,398.0,-1.0,-1.0,11278,1.0,0.0
0.0,true,-1,558.0,-1.0,-1.0,17409,1.0,0.0
0.0,true,-1,376.0,-1.0,-1.0,9804,1.0,0.0
0.0,true,-1,318.0,-1.0,-1.0,8198,1.0,0.0
0.0,true,-1,430.0,-1.0,-1.0,9154,1.0,0.0
0.0,true,-1,298.0,-1.0,-1.0,6577,1.0,0.0
0.0,true,-1,354.0,-1.0,-1.0,8624,1.0,0.0
0.0,true,-1,372.0,-1.0,-1.0,9966,1.0,0.0
0.0,true,-1,350.0,-1.0,-1.0,8669,1.0,0.0
0.0,true,-1,318.0,-1.0,-1.0,7157,1.0,0.0
0.0,true,-1,354.0,-1.0,-1.0,8883,1.0,0.0
0.0,true,-1,458.0,-1.0,-1.0,12339,1.0,0.0
0.0,true,-1,462.0,-1.0,-1.0,10995,1.0,0.0
0.0,true,-1,452.0,-1.0,-1.0,10890,1.0,0.0
0.0,true,-1,306.0,-1.0,-1.0,7629,1.0,0.0
0.0,true,-1,372.0,-1.0,-1.0,10762,1.0,0.0
0.0,true,-1,380.0,-1.0,-1.0,8315,1.0,0.0
0.0,true,-1,320.0,-1.0,-1.0,8275,1.0,0.0
0.0,true,-1,428.0,-1.0,-1.0,9318,1.0,0.0
0.0,true,-1,416.0,-1.0,-1.0,9904,1.0,0.0
0.0,true,-1,368.0,-1.0,-1.0,10281,1.0,0.0
0.0,true,-1,348.0,-1.0,-1.0,10455,1.0,0.0
0.0,true,-1,392.0,-1.0,-1.0,9334,1.0,0.0
0.0,true,-1,448.0,-1.0,-1.0,12433,1.0,0.0
0.0,true,-1,330.0,-1.0,-1.0,6569,1.0,0.0
0.0,true,-1,322.0,-1.0,-1.0,7285,1.0,0.0
0.0,true,-1,324.0,-1.0,-1.0,7798,1.0,0.0
0.0,true,-1,294.0,-1.0,-1.0,6542,1.0,0.0
0.0,true,-1,366.0,-1.0,-1.0,9724,1.0,0.0
0.0,true,-1,414.0,-1.0,-1.0,11479,1.0,0.0
0.0,true,-1,282.0,-1.0,-1.0,5879,1.0,0.0
0.0,true,-1,342.0,-1.0,-1.0,9765,1.0,0.0
0.0,true,-1,420.0,-1.0,-1.0,10514,1.0,0.0
0.0,true,-1,322.0,-1.0,-1.0,5664,1.0,0.0
0.0,true,-1,360.0,-1.0,-1.0,7249,1.0,0.0
0.0,true,-1,528.0,-1.0,-1.0,11487,1.0,0.0
0.0,true,-1,300.0,-1.0,-1.0,7821,1.0,0.0
0.0,true,-1,400.0,-1.0,-1.0,8132,1.0,0.0
0.0,true,-1,400.0,-1.0,-1.0,8978,1.0,0.0
0.0,true,-1,324.0,-1.0,-1.0,7328,1.0,0.0
0.0,true,-1,294.0,-1.0,-1.0,6244,1.0,0.0
0.0,true,-1,350.0,-1.0,-1.0,9642,1.0,0.0
0.0,true,-1,410.0,-1.0,-1.0,9019,1.0,0.0
0.0,true,-1,308.0,-1.0,-1.0,8014,1.0,0.0
0.0,true,-1,350.0,-1.0,-1.0,9437,1.0,0.0
0.0,true,-1,308.0,-1.0,-1.0,6636,1.0,0.0
0.0,true,-1,418.0,-1.0,-1.0,10689,1.0,0.0
0.0,true,-1,362.0,-1.0,-1.0,7646,1.0,0.0
0.0,true,-1,410.0,-1.0,-1.0,10498,1.0,0.0
0.0,true,-1,400.0,-1.0,-1.0,9119,1.0,0.0
0.0,true,-1,344.0,-1.0,-1.0,8443,1.0,0.0
0.0,true,-1,276.0,-1.0,-1.0,7723,1.0,0.0
0.0,true,-1,516.0,-1.0,-1.0,12281,1.0,0.0
0.0,true,-1,334.0,-1.0,-1.0,7709,1.0,0.0
0.0,true,-1,476.0,-1.0,-1.0,10683,1.0,0.0
0.0,true,-1,366.0,-1.0,-1.0,8722,1.0,0.0
0.0,true,-1,356.0,-1.0,-1.0,8227,1.0,0.0
0.0,true,-1,314.0,-1.0,-1.0,7734,1.0,0.0
0.0,true,-1,322.0,-1.0,-1.0,8425,1.0,0.0
0.0,true,-1,398.0,-1.0,-1.0,10396,1.0,0.0
0.0,true,-1,506.0,-1.0,-1.0,11990,1.0,0.0
0.0,true,-1,412.0,-1.0,-1.0,9899,1.0,0.0
0.0,true,-1,402.0,-1.0,-1.0,10493,1.0,0.0
0.0,true,-1,354.0,-1.0,-1.0,7873,1.0,0.0
0.0,true,-1,284.0,-1.0,-1.0,8279,1.0,0.0
0.0,true,-1,426.0,-1.0,-1.0,10582,1.0,0.0
0.0,true,-1,316.0,-1.0,-1.0,9758,1.0,0.0
0.0,true,-1,324.0,-1.0,-1.0,8535,1.0,0.0
0.0,true,-1,334.0,-1.0,-1.0,8557,1.0,0.0
0.0,true,-1,302.0,-1.0,-1.0,9579,1.0,0.0
0.0,true,-1,352.0,-1.0,-1.0,10180,1.0,0.0
0.0,true,-1,438.0,-1.0,-1.0,12966,1.0,0.0
0.0,true,-1,358.0,-1.0,-1.0,8250,1.0,0.0
0.0,true,-1,490.0,-1.0,-1.0,15737,1.0,0.0
0.0,true,-1,436.0,-1.0,-1.0,10274,1.0,0.0
0.0,true,-1,320.0,-1.0,-1.0,7672,1.0,0.0
0.0,true,-1,418.0,-1.0,-1.0,11126,1.0,0.0
0.0,true,-1,386.0,-1.0,-1.0,12630,1.0,0.0
0.0,true,-1,322.0,-1.0,-1.0,7078,1.0,0.0
0.0,true,-1,352.0,-1.0,-1.0,8246,1.0,0.0
0.0,true,-1,378.0,-1.0,-1.0,8579,1.0,0.0
0.0,true,-1,442.0,-1.0,-1.0,11863,1.0,0.0
0.0,true,-1,294.0,-1.0,-1.0,7406,1.0,0.0
0.0,true,-1,362.0,-1.0,-1.0,10732,1.0,0.0
0.0,true,-1,350.0,-1.0,-1.0,7451,1.0,0.0
0.0,true,-1,346.0,-1.0,-1.0,9653,1.0,0.0
0.0,true,-1,322.0,-1.0,-1.0,9473,1.0,0.0
0.0,true,-1,408.0,-1.0,-1.0,9947,1.0,0.0
0.0,true,-1,450.0,-1.0,-1.0,10400,1.0,0.0
0.0,true,-1,414.0,-1.0,-1.0,10470,1.0,0.0
0.0,true,-1,354.0,-1.0,-1.0,11563,1.0,0.0
0.0,true,-1,334.0,-1.0,-1.0,8702,1.0,0.0
0.0,true,-1,356.0,-1.0,-1.0,7038,1.0,0.0
0.0,true,-1,348.0,-1.0,-1.0,9578,1.0,0.0
0.0,true,-1,308.0,-1.0,-1.0,6097,1.0,0.0
0.0,true,-1,328.0,-1.0,-1.0,8435,1.0,0.0
0.0,true,-1,354.0,-1.0,-1.0,6974,1.0,0.0
0.0,true,-1,434.0,-1.0,-1.0,9864,1.0,0.0
0.0,true,-1,350.0,-1.0,-1.0,10267,1.0,0.0
0.0,true,-1,330.0,-1.0,-1.0,7186,1.0,0.0
0.0,true,-1,324.0,-1.0,-1.0,6385,1.0,0.0
0.0,true,-1,376.0,-1.0,-1.0,11215,1.0,0.0
0.0,true,-1,374.0,-1.0,-1.0,8722,1.0,0.0
0.0,true,-1,312.0,-1.0,-1.0,7553,1.0,0.0
0.0,true,-1,336.0,-1.0,-1.0,8911,1.0,0.0
0.0,true,-1,350.0,-1.0,-1.0,10262,1.0,0.0
0.0,true,-1,340.0,-1.0,-1.0,10287,1.0,0.0
0.0,true,-1,370.0,-1.0,-1.0,8186,1.0,0.0
0.0,true,-1,376.0,-1.0,-1.0,8608,1.0,0.0
0.0,true,-1,334.0,-1.0,-1.0,10409,1.0,0.0
0.0,true,-1,390.0,-1.0,-1.0,12626,1.0,0.0
0.0,true,-1,412.0,-1.0,-1.0,10245,1.0,0.0
0.0,true,-1,348.0,-1.0,-1.0,10060,1.0,0.0
0.0,true,-1,276.0,-1.0,-1.0,6762,1.0,0.0
0.0,true,-1,380.0,-1.0,-1.0,9306,1.0,0.0
0.0,true,-1,396.0,-1.0,-1.0,7320,1.0,0.0
0.0,true,-1,312.0,-1.0,-1.0,7884,1.0,0.0
0.0,true,-1,302.0,-1.0,-1.0,6498,1.0,0.0
0.0,true,-1,372.0,-1.0,-1.0,6945,1.0,0.0
0.0,true,-1,296.0,-1.0,-1.0,10853,1.0,0.0
0.0,true,-1,312.0,-1.0,-1.0,6854,1.0,0.0
0.0,true,-1,470.0,-1.0,-1.0,13287,1.0,0.0
0.0,true,-1,304.0,-1.0,-1.0,8008,1.0,0.0
0.0,true,-1,510.0,-1.0,-1.0,11211,1.0,0.0
0.0,true,-1,470.0,-1.0,-1.0,11715,1.0,0.0
0.0,true,-1,376.0,-1.0,-1.0,8454,1.0,0.0
0.0,true,-1,374.0,-1.0,-1.0,8615,1.0,0.0
0.0,true,-1,310.0,-1.0,-1.0,8405,1.0,0.0
0.0,true,-1,494.0,-1.0,-1.0,10725,1.0,0.0
0.0,true,-1,364.0,-1.0,-1.0,8700,1.0,0.0
0.0,true,-1,326.0,-1.0,-1.0,9017,1.0,0.0
0.0,true,-1,324.0,-1.0,-1.0,10258,1.0,0.0
0.0,true,-1,362.0,-1.0,-1.0,8867,1.0,0.0
0.0,true,-1,356.0,-1.0,-1.0,9812,1.0,0.0
0.0,true,-1,340.0,-1.0,-1.0,8003,1.0,0.0
0.0,true,-1,338.0,-1.0,-1.0,10489,1.0,0.0
0.0,true,-1,372.0,-1.0,-1.0,9049,1.0,0.0
0.0,true,-1,366.0,-1.0,-1.0,10867,1.0,0.0
0.0,true,-1,332.0,-1.0,-1.0,9565,1.0,0.0
0.0,true,-1,442.0,-1.0,-1.0,10888,1.0,0.0
0.0,true,-1,360.0,-1.0,-1.0,8534,1.0,0.0
0.0,true,-1,294.0,-1.0,-1.0,7193,1.0,0.0
0.0,true,-1,322.0,-1.0,-1.0,9610,1.0,0.0
0.0,true,-1,324.0,-1.0,-1.0,7237,1.0,0.0
0.0,true,-1,508.0,-1.0,-1.0,12627,1.0,0.0
0.0,true,-1,314.0,-1.0,-1.0,7565,1.0,0.0
0.0,true,-1,452.0,-1.0,-1.0,12165,1.0,0.0
0.0,true,-1,550.0,-1.0,-1.0,14925,1.0,0.0
0.0,true,-1,278.0,-1.0,-1.0,6671,1.0,0.0
0.0,true,-1,372.0,-1.0,-1.0,9095,1.0,0.0
0.0,true,-1,312.0,-1.0,-1.0,8685,1.0,0.0
0.0,true,-1,360.0,-1.0,-1.0,8958,1.0,0.0
0.0,true,-1,380.0,-1.0,-1.0,9273,1.0,0.0
0.0,true,-1,454.0,-1.0,-1.0,10835,1.0,0.0
0.0,true,-1,524.0,-1.0,-1.0,12134,1.0,0.0
0.0,true,-1,590.0,-1.0,-1.0,13818,1.0,0.0
0.0,true,-1,322.0,-1.0,-1.0,8560,1.0,0.0
0.0,true,-1,310.0,-1.0,-1.0,7346,1.0,0.0
0.0,true,-1,364.0,-1.0,-1.0,7692,1.0,0.0
0.0,true,-1,306.0,-1.0,-1.0,7340,1.0,0.0
0.0,true,-1,316.0,-1.0,-1.0,7252,1.0,0.0
0.0,true,-1,384.0,-1.0,-1.0,9728,1.0,0.0
0.0,true,-1,324.0,-1.0,-1.0,9540,1.0,0.0
0.0,true,-1,334.0,-1.0,-1.0,11237,1.0,0.0
0.0,true,-1,370.0,-1.0,-1.0,11548,1.0,0.0
0.0,true,-1,358.0,-1.0,-1.0,9825,1.0,0.0
0.0,true,-1,346.0,-1.0,-1.0,7215,1.0,0.0
0.0,true,-1,460.0,-1.0,-1.0,11188,1.0,0.0
0.0,true,-1,298.0,-1.0,-1.0,8755,1.0,0.0
0.0,true,-1,364.0,-1.0,-1.0,7512,1.0,0.0
0.0,true,-1,372.0,-1.0,-1.0,9008,1.0,0.0
0.0,true,-1,410.0,-1.0,-1.0,8771,1.0,0.0
0.0,true,-1,350.0,-1.0,-1.0,9121,1.0,0.0
0.0,true,-1,394.0,-1.0,-1.0,9656,1.0,0.0
0.0,true,-1,358.0,-1.0,-1.0,7752,1.0,0.0
0.0,true,-1,382.0,-1.0,-1.0,8453,1.0,0.0
0.0,true,-1,332.0,-1.0,-1.0,6782,1.0,0.0
0.0,true,-1,438.0,-1.0,-1.0,8927,1.0,0.0
0.0,true,-1,274.0,-1.0,-1.0,6885,1.0,0.0
0.0,true,-1,358.0,-1.0,-1.0,10766,1.0,0.0
0.0,true,-1,440.0,-1.0,-1.0,11104,1.0,0.0
0.0,true,-1,372.0,-1.0,-1.0,7949,1.0,0.0
0.0,true,-1,424.0,-1.0,-1.0,10323,1.0,0.0
0.0,true,-1,332.0,-1.0,-1.0,8446,1.0,0.0
0.0,true,-1,394.0,-1.0,-1.0,10490,1.0,0.0
0.0,true,-1,336.0,-1.0,-1.0,7596,1.0,0.0
0.0,true,-1,356.0,-1.0,-1.0,7451,1.0,0.0
0.0,true,-1,478.0,-1.0,-1.0,10011,1.0,0.0
0.0,true,-1,310.0,-1.0,-1.0,8137,1.0,0.0
0.0,true,-1,418.0,-1.0,-1.0,9892,1.0,0.0
0.0,true,-1,364.0,-1.0,-1.0,7657,1.0,0.0
0.0,true,-1,358.0,-1.0,-1.0,9464,1.0,0.0
0.0,true,-1,382.0,-1.0,-1.0,8240,1.0,0.0
0.0,true,-1,340.0,-1.0,-1.0,8155,1.0,0.0
0.0,true,-1,260.0,-1.0,-1.0,7111,1.0,0.0
0.0,true,-1,332.0,-1.0,-1.0,9745,1.0,0.0
0.0,true,-1,384.0,-1.0,-1.0,7558,1.0,0.0
0.0,true,-1,366.0,-1.0,-1.0,8873,1.0,0.0
0.0,true,-1,356.0,-1.0,-1.0,8672,1.0,0.0
0.0,true,-1,304.0,-1.0,-1.0,8030,1.0,0.0
0.0,true,-1,440.0,-1.0,-1.0,10628,1.0,0.0
0.0,true,-1,434.0,-1.0,-1.0,9373,1.0,0.0
0.0,true,-1,450.0,-1.0,-1.0,9823,1.0,0.0
0.0,true,-1,398.0,-1.0,-1.0,8882,1.0,0.0
0.0,true,-1,376.0,-1.0,-1.0,9677,1.0,0.0
0.0,true,-1,402.0,-1.0,-1.0,12124,1.0,0.0
0.0,true,-1,330.0,-1.0,-1.0,5871,1.0,0.0
0.0,true,-1,316.0,-1.0,-1.0,7606,1.0,0.0
0.0,true,-1,370.0,-1.0,-1.0,7697,1.0,0.0
0.0,true,-1,388.0,-1.0,-1.0,9804,1.0,0.0
0.0,true,-1,408.0,-1.0,-1.0,11527,1.0,0.0
0.0,true,-1,496.0,-1.0,-1.0,15146,1.0,0.0
0.0,true,-1,384.0,-1.0,-1.0,7328,1.0,0.0
0.0,true,-1,330.0,-1.0,-1.0,8889,1.0,0.0
0.0,true,-1,348.0,-1.0,-1.0,9156,1.0,0.0
0.0,true,-1,322.0,-1.0,-1.0,7547,1.0,0.0
0.0,true,-1,360.0,-1.0,-1.0,9350,1.0,0.0
0.0,true,-1,308.0,-1.0,-1.0,6493,1.0,0.0
0.0,true,-1,346.0,-1.0,-1.0,9202,1.0,0.0
0.0,true,-1,534.0,-1.0,-1.0,15863,1.0,0.0
0.0,true,-1,380.0,-1.0,-1.0,8469,1.0,0.0
0.0,true,-1,432.0,-1.0,-1.0,10352,1.0,0.0
0.0,true,-1,374.0,-1.0,-1.0,8637,1.0,0.0
0.0,true,-1,398.0,-1.0,-1.0,7624,1.0,0.0
0.0,true,-1,408.0,-1.0,-1.0,11870,1.0,0.0
0.0,true,-1,410.0,-1.0,-1.0,8032,1.0,0.0
0.0,true,-1,388.0,-1.0,-1.0,11798,1.0,0.0
0.0,true,-1,404.0,-1.0,-1.0,8963,1.0,0.0
0.0,true,-1,368.0,-1.0,-1.0,8879,1.0,0.0
0.0,true,-1,338.0,-1.0,-1.0,8675,1.0,0.0
0.0,true,-1,492.0,-1.0,-1.0,13326,1.0,0.0
0.0,true,-1,300.0,-1.0,-1.0,8800,1.0,0.0
0.0,true,-1,356.0,-1.0,-1.0,6170,1.0,0.0
0.0,true,-1,406.0,-1.0,-1.0,12393,1.0,0.0
0.0,true,-1,422.0,-1.0,-1.0,9573,1.0,0.0
0.0,true,-1,498.0,-1.0,-1.0,11594,1.0,0.0
0.0,true,-1,448.0,-1.0,-1.0,8703,1.0,0.0
0.0,true,-1,282.0,-1.0,-1.0,8531,1.0,0.0
0.0,true,-1,358.0,-1.0,-1.0,8539,1.0,0.0
0.0,true,-1,362.0,-1.0,-1.0,8237,1.0,0.0
0.0,true,-1,380.0,-1.0,-1.0,9575,1.0,0.0
0.0,true,-1,382.0,-1.0,-1.0,11319,1.0,0.0
0.0,true,-1,426.0,-1.0,-1.0,11125,1.0,0.0
0.0,true,-1,306.0,-1.0,-1.0,7016,1.0,0.0
0.0,true,-1,350.0,-1.0,-1.0,10031,1.0,0.0
0.0,true,-1,414.0,-1.0,-1.0,10859,1.0,0.0
0.0,true,-1,346.0,-1.0,-1.0,7590,1.0,0.0
0.0,true,-1,348.0,-1.0,-1.0,8344,1.0,0.0
0.0,true,-1,564.0,-1.0,-1.0,14391,1.0,0.0
0.0,true,-1,414.0,-1.0,-1.0,8959,1.0,0.0
0.0,true,-1,530.0,-1.0,-1.0,13643,1.0,0.0
0.0,true,-1,472.0,-1.0,-1.0,10042,1.0,0.0
0.0,true,-1,344.0,-1.0,-1.0,9088,1.0,0.0
0.0,true,-1,380.0,-1.0,-1.0,10090,1.0,0.0
0.0,true,-1,384.0,-1.0,-1.0,8638,1.0,0.0
0.0,true,-1,284.0,-1.0,-1.0,9688,1.0,0.0
0.0,true,-1,280.0,-1.0,-1.0,6126,1.0,0.0
0.0,true,-1,384.0,-1.0,-1.0,11055,1.0,0.0
0.0,true,-1,386.0,-1.0,-1.0,9408,1.0,0.0
0.0,true,-1,400.0,-1.0,-1.0,9601,1.0,0.0
0.0,true,-1,416.0,-1.0,-1.0,8980,1.0,0.0
0.0,true,-1,298.0,-1.0,-1.0,7002,1.0,0.0
0.0,true,-1,300.0,-1.0,-1.0,7474,1.0,0.0
0.0,true,-1,392.0,-1.0,-1.0,9765,1.0,0.0
0.0,true,-1,318.0,-1.0,-1.0,10367,1.0,0.0
0.0,true,-1,350.0,-1.0,-1.0,7256,1.0,0.0
0.0,true,-1,344.0,-1.0,-1.0,9295,1.0,0.0
0.0,true,-1,486.0,-1.0,-1.0,12258,1.0,0.0
0.0,true,-1,356.0,-1.0,-1.0,8705,1.0,0.0
0.0,true,-1,452.0,-1.0,-1.0,11312,1.0,0.0
0.0,true,-1,404.0,-1.0,-1.0,9954,1.0,0.0
0.0,true,-1,416.0,-1.0,-1.0,9166,1.0,0.0
0.0,true,-1,410.0,-1.0,-1.0,10620,1.0,0.0
0.0,true,-1,402.0,-1.0,-1.0,10353,1.0,0.0
0.0,true,-1,360.0,-1.0,-1.0,9274,1.0,0.0
0.0,true,-1,348.0,-1.0,-1.0,7632,1.0,0.0
0.0,true,-1,398.0,-1.0,-1.0,11125,1.0,0.0
0.0,true,-1,348.0,-1.0,-1.0,9006,1.0,0.0
0.0,true,-1,344.0,-1.0,-1.0,8417,1.0,0.0
0.0,true,-1,372.0,-1.0,-1.0,8093,1.0,0.0
0.0,true,-1,420.0,-1.0,-1.0,9448,1.0,0.0
0.0,true,-1,376.0,-1.0,-1.0,9663,1.0,0.0
0.0,true,-1,404.0,-1.0,-1.0,10648,1.0,0.0
0.0,true,-1,362.0,-1.0,-1.0,9557,1.0,0.0
0.0,true,-1,306.0,-1.0,-1.0,8187,1.0,0.0
0.0,true,-1,466.0,-1.0,-1.0,11465,1.0,0.0
0.0,true,-1,348.0,-1.0,-1.0,12622,1.0,0.0
0.0,true,-1,530.0,-1.0,-1.0,14014,1.0,0.0
0.0,true,-1,300.0,-1.0,-1.0,8082,1.0,0.0
0.0,true,-1,286.0,-1.0,-1.0,8069,1.0,0.0
0.0,true,-1,276.0,-1.0,-1.0,8422,1.0,0.0
0.0,true,-1,330.0,-1.0,-1.0,8691,1.0,0.0
0.0,true,-1,340.0,-1.0,-1.0,7363,1.0,0.0
0.0,true,-1,504.0,-1.0,-1.0,12615,1.0,0.0
0.0,true,-1,316.0,-1.0,-1.0,7491,1.0,0.0
0.0,true,-1,374.0,-1.0,-1.0,9493,1.0,0.0
0.0,true,-1,308.0,-1.0,-1.0,7751,1.0,0.0
0.0,true,-1,356.0,-1.0,-1.0,11472,1.0,0.0
0.0,true,-1,388.0,-1.0,-1.0,9773,1.0,0.0
0.0,true,-1,420.0,-1.0,-1.0,11816,1.0,0.0
0.0,true,-1,350.0,-1.0,-1.0,7494,1.0,0.0
0.0,true,-1,366.0,-1.0,-1.0,8024,1.0,0.0
0.0,true,-1,294.0,-1.0,-1.0,6174,1.0,0.0
0.0,true,-1,370.0,-1.0,-1.0,9744,1.0,0.0
0.0,true,-1,346.0,-1.0,-1.0,6936,1.0,0.0
0.0,true,-1,412.0,-1.0,-1.0,13170,1.0,0.0
0.0,true,-1,352.0,-1.0,-1.0,9902,1.0,0.0
0.0,true,-1,308.0,-1.0,-1.0,8900,1.0,0.0
0.0,true,-1,380.0,-1.0,-1.0,9978,1.0,0.0
0.0,true,-1,378.0,-1.0,-1.0,7675,1.0,0.0
0.0,true,-1,366.0,-1.0,-1.0,8706,1.0,0.0
0.0,true,-1,364.0,-1.0,-1.0,7745,1.0,0.0
0.0,true,-1,404.0,-1.0,-1.0,12295,1.0,0.0
0.0,true,-1,284.0,-1.0,-1.0,7979,1.0,0.0
0.0,true,-1,364.0,-1.0,-1.0,8928,1.0,0.0
0.0,true,-1,308.0,-1.0,-1.0,8233,1.0,0.0
0.0,true,-1,524.0,-1.0,-1.0,11493,1.0,0.0
0.0,true,-1,296.0,-1.0,-1.0,6809,1.0,0.0
0.0,true,-1,384.0,-1.0,-1.0,11937,1.0,0.0
0.0,true,-1,314.0,-1.0,-1.0,6405,1.0,0.0
0.0,true,-1,710.0,-1.0,-1.0,18447,1.0,0.0
0.0,true,-1,364.0,-1.0,-1.0,8258,1.0,0.0
0.0,true,-1,362.0,-1.0,-1.0,9619,1.0,0.0
0.0,true,-1,298.0,-1.0,-1.0,7892,1.0,0.0
0.0,true,-1,368.0,-1.0,-1.0,11353,1.0,0.0
0.0,true,-1,396.0,-1.0,-1.0,8705,1.0,0.0
0.0,true,-1,346.0,-1.0,-1.0,9091,1.0,0.0
0.0,true,-1,302.0,-1.0,-1.0,6851,1.0,0.0
0.0,true,-1,346.0,-1.0,-1.0,8853,1.0,0.0
0.0,true,-1,494.0,-1.0,-1.0,14453,1.0,0.0
0.0,true,-1,344.0,-1.0,-1.0,9215,1.0,0.0
0.0,true,-1,448.0,-1.0,-1.0,13239,1.0,0.0
0.0,true,-1,362.0,-1.0,-1.0,11169,1.0,0.0
0.0,true,-1,330.0,-1.0,-1.0,6610,1.0,0.0
0.0,true,-1,348.0,-1.0,-1.0,9217,1.0,0.0
0.0,true,-1,468.0,-1.0,-1.0,11577,1.0,0.0
0.0,true,-1,294.0,-1.0,-1.0,9474,1.0,0.0
0.0,true,-1,504.0,-1.0,-1.0,12403,1.0,0.0
0.0,true,-1,398.0,-1.0,-1.0,10523,1.0,0.0
0.0,true,-1,398.0,-1.0,-1.0,9224,1.0,0.0
0.0,true,-1,460.0,-1.0,-1.0,14609,1.0,0.0
0.0,true,-1,358.0,-1.0,-1.0,9073,1.0,0.0
0.0,true,-1,288.0,-1.0,-1.0,7371,1.0,0.0
0.0,true,-1,540.0,-1.0,-1.0,15794,1.0,0.0
0.0,true,-1,520.0,-1.0,-1.0,12982,1.0,0.0
0.0,true,-1,340.0,-1.0,-1.0,10150,1.0,0.0
0.0,true,-1,314.0,-1.0,-1.0,8465,1.0,0.0
0.0,true,-1,276.0,-1.0,-1.0,6634,1.0,0.0
0.0,true,-1,368.0,-1.0,-1.0,9380,1.0,0.0
0.0,true,-1,356.0,-1.0,-1.0,7252,1.0,0.0
0.0,true,-1,418.0,-1.0,-1.0,9230,1.0,0.0
0.0,true,-1,318.0,-1.0,-1.0,8084,1.0,0.0
0.0,true,-1,362.0,-1.0,-1.0,8438,1.0,0.0
0.0,true,-1,384.0,-1.0,-1.0,9261,1.0,0.0
0.0,true,-1,358.0,-1.0,-1.0,10409,1.0,0.0
0.0,true,-1,322.0,-1.0,-1.0,6283,1.0,0.0
0.0,true,-1,364.0,-1.0,-1.0,8543,1.0,0.0
0.0,true,-1,326.0,-1.0,-1.0,7022,1.0,0.0
0.0,true,-1,430.0,-1.0,-1.0,14335,1.0,0.0
