Probability,Solvable,Runtime,Path Length (Repeated A*,Path Length (Discovered),Path Length (Complete),Number of Cells Processed,Runtime Weight (EC),Backtrack Steps (EC)
0.0,true,-1,294.0,-1.0,-1.0,8115,1.0,0.0
0.0,true,-1,336.0,-1.0,-1.0,10891,1.0,0.0
0.0,true,-1,440.0,-1.0,-1.0,9407,1.0,0.0
0.0,true,-1,326.0,-1.0,-1.0,9839,1.0,0.0
0.0,true,-1,340.0,-1.0,-1.0,7607,1.0,0.0
0.0,true,-1,482.0,-1.0,-1.0,9497,1.0,0.0
0.0,true,-1,324.0,-1.0,-1.0,7410,1.0,0.0
0.0,true,-1,298.0,-1.0,-1.0,6943,1.0,0.0
0.0,true,-1,368.0,-1.0,-1.0,9901,1.0,0.0
0.0,true,-1,398.0,-1.0,-1.0,10175,1.0,0.0
0.0,true,-1,366.0,-1.0,-1.0,11207,1.0,0.0
0.0,true,-1,474.0,-1.0,-1.0,13899,1.0,0.0
0.0,true,-1,420.0,-1.0,-1.0,13688,1.0,0.0
0.0,true,-1,428.0,-1.0,-1.0,12114,1.0,0.0
0.0,true,-1,374.0,-1.0,-1.0,9438,1.0,0.0
0.0,true,-1,338.0,-1.0,-1.0,10059,1.0,0.0
0.0,true,-1,328.0,-1.0,-1.0,7535,1.0,0.0
0.0,true,-1,370.0,-1.0,-1.0,10196,1.0,0.0
0.0,true,-1,358.0,-1.0,-1.0,7223,1.0,0.0
0.0,true,-1,308.0,-1.0,-1.0,7595,1.0,0.0
0.0,true,-1,304.0,-1.0,-1.0,7750,1.0,0.0
0.0,true,-1,356.0,-1.0,-1.0,8882,1.0,0.0
0.0,true,-1,372.0,-1.0,-1.0,7871,1.0,0.0
0.0,true,-1,328.0,-1.0,-1.0,9832,1.0,0.0
0.0,true,-1,380.0,-1.0,-1.0,9565,1.0,0.0
0.0,true,-1,364.0,-1.0,-1.0,8857,1.0,0.0
0.0,true,-1,422.0,-1.0,-1.0,13054,1.0,0.0
0.0,true,-1,324.0,-1.0,-1.0,7874,1.0,0.0
0.0,true,-1,412.0,-1.0,-1.0,8884,1.0,0.0
0.0,true,-1,396.0,-1.0,-1.0,8966,1.0,0.0
0.0,true,-1,334.0,-1.0,-1.0,11695,1.0,0.0
0.0,true,-1,414.0,-1.0,-1.0,10272,1.0,0.0
0.0,true,-1,390.0,-1.0,-1.0,9537,1.0,0.0
0.0,true,-1,520.0,-1.0,-1.0,14581,1.0,0.0
0.0,true,-1,492.0,-1.0,-1.0,12531,1.0,0.0
0.0,true,-1,362.0,-1.0,-1.0,10960,1.0,0.0
0.0,true,-1,318.0,-1.0,-1.0,7938,1.0,0.0
0.0,true,-1,312.0,-1.0,-1.0,7291,1.0,0.0
0.0,true,-1,360.0,-1.0,-1.0,9017,1.0,0.0
0.0,true,-1,512.0,-1.0,-1.0,14347,1.0,0.0
0.0,true,-1,452.0,-1.0,-1.0,9388,1.0,0.0
0.0,true,-1,346.0,-1.0,-1.0,8902,1.0,0.0
0.0,true,-1,440.0,-1.0,-1.0,10260,1.0,0.0
0.0,true,-1,340.0,-1.0,-1.0,8898,1.0,0.0
0.0,true,-1,476.0,-1.0,-1.0,11971,1.0,0.0
0.0,true,-1,278.0,-1.0,-1.0,6128,1.0,0.0
0.0,true,-1,360.0,-1.0,-1.0,9267,1.0,0.0
0.0,true,-1,328.0,-1.0,-1.0,8194,1.0,0.0
0.0,true,-1,370.0,-1.0,-1.0,8200,1.0,0.0
0.0,true,-1,294.0,-1.0,-1.0,5866,1.0,0.0
0.0,true,-1,376.0,-1.0,-1.0,10599,1.0,0.0
0.0,true,-1,394.0,-1.0,-1.0,10955,1.0,0.0
0.0,true,-1,310.0,-1.0,-1.0,7411,1.0,0.0
0.0,true,-1,366.0,-1.0,-1.0,8326,1.0,0.0
0.0,true,-1,336.0,-1.0,-1.0,8271,1.0,0.0
0.0,true,-1,350.0,-1.0,-1.0,7777,1.0,0.0
0.0,true,-1,360.0,-1.0,-1.0,11163,1.0,0.0
0.0,true,-1,434.0,-1.0,-1.0,9775,1.0,0.0
0.0,true,-1,414.0,-1.0,-1.0,12586,1.0,0.0
0.0,true,-1,408.0,-1.0,-1.0,11097,1.0,0.0
0.0,true,-1,374.0,-1.0,-1.0,8933,1.0,0.0
0.0,true,-1,442.0,-1.0,-1.0,9940,1.0,0.0
0.0,true,-1,398.0,-1.0,-1.0,10083,1.0,0.0
0.0,true,-1,396.0,-1.0,-1.0,12050,1.0,0.0
0.0,true,-1,464.0,-1.0,-1.0,13246,1.0,0.0
0.0,true,-1,378.0,-1.0,-1.0,9750,1.0,0.0
0.0,true,-1,410.0,-1.0,-1.0,8341,1.0,0.0
0.0,true,-1,382.0,-1.0,-1.0,9082,1.0,0.0
0.0,true,-1,364.0,-1.0,-1.0,9656,1.0,0.0
0.0,true,-1,294.0,-1.0,-1.0,7301,1.0,0.0
0.0,true,-1,328.0,-1.0,-1.0,7903,1.0,0.0
0.0,true,-1,442.0,-1.0,-1.0,10302,1.0,0.0
0.0,true,-1,412.0,-1.0,-1.0,12527,1.0,0.0
0.0,true,-1,516.0,-1.0,-1.0,14821,1.0,0.0
0.0,true,-1,328.0,-1.0,-1.0,10024,1.0,0.0
0.0,true,-1,330.0,-1.0,-1.0,10174,1.0,0.0
0.0,true,-1,438.0,-1.0,-1.0,10041,1.0,0.0
0.0,true,-1,346.0,-1.0,-1.0,7972,1.0,0.0
0.0,true,-1,544.0,-1.0,-1.0,20996,1.0,0.0
0.0,true,-1,400.0,-1.0,-1.0,10815,1.0,0.0
0.0,true,-1,334.0,-1.0,-1.0,7885,1.0,0.0
0.0,true,-1,370.0,-1.0,-1.0,8283,1.0,0.0
0.0,true,-1,436.0,-1.0,-1.0,11609,1.0,0.0
0.0,true,-1,326.0,-1.0,-1.0,9646,1.0,0.0
0.0,true,-1,438.0,-1.0,-1.0,11383,1.0,0.0
0.0,true,-1,362.0,-1.0,-1.0,9495,1.0,0.0
0.0,true,-1,300.0,-1.0,-1.0,8872,1.0,0.0
0.0,true,-1,364.0,-1.0,-1.0,8909,1.0,0.0
0.0,true,-1,382.0,-1.0,-1.0,9815,1.0,0.0
0.0,true,-1,308.0,-1.0,-1.0,6724,1.0,0.0
0.0,true,-1,444.0,-1.0,-1.0,10598,1.0,0.0
0.0,true,-1,558.0,-1.0,-1.0,12313,1.0,0.0
0.0,true,-1,340.0,-1.0,-1.0,6858,1.0,0.0
0.0,true,-1,336.0,-1.0,-1.0,6386,1.0,0.0
0.0,true,-1,328.0,-1.0,-1.0,7309,1.0,0.0
0.0,true,-1,376.0,-1.0,-1.0,10719,1.0,0.0
0.0,true,-1,292.0,-1.0,-1.0,6616,1.0,0.0
0.0,true,-1,398.0,-1.0,-1.0,11807,1.0,0.0
0.0,true,-1,408.0,-1.0,-1.0,12840,1.0,0.0
0.0,true,-1,310.0,-1.0,-1.0,9372,1.0,0.0
0.0,true,-1,406.0,-1.0,-1.0,9843,1.0,0.0
0.0,true,-1,492.0,-1.0,-1.0,10990,1.0,0.0
0.0,true,-1,360.0,-1.0,-1.0,8774,1.0,0.0
0.0,true,-1,296.0,-1.0,-1.0,8225,1.0,0.0
0.0,true,-1,384.0,-1.0,-1.0,10630,1.0,0.0
0.0,true,-1,440.0,-1.0,-1.0,10753,1.0,0.0
0.0,true,-1,314.0,-1.0,-1.0,7696,1.0,0.0
0.0,true,-1,512.0,-1.0,-1.0,12381,1.0,0.0
0.0,true,-1,430.0,-1.0,-1.0,10869,1.0,0.0
0.0,true,-1,472.0,-1.0,-1.0,9706,1.0,0.0
0.0,true,-1,386.0,-1.0,-1.0,9384,1.0,0.0
0.0,true,-1,404.0,-1.0,-1.0,9013,1.0,0.0
0.0,true,-1,410.0,-1.0,-1.0,10192,1.0,0.0
0.0,true,-1,542.0,-1.0,-1.0,20654,1.0,0.0
0.0,true,-1,346.0,-1.0,-1.0,8374,1.0,0.0
0.0,true,-1,264.0,-1.0,-1.0,7197,1.0,0.0
0.0,true,-1,422.0,-1.0,-1.0,10215,1.0,0.0
0.0,true,-1,314.0,-1.0,-1.0,6385,1.0,0.0
0.0,true,-1,496.0,-1.0,-1.0,12492,1.0,0.0
0.0,true,-1,306.0,-1.0,-1.0,9775,1.0,0.0
0.0,true,-1,416.0,-1.0,-1.0,9113,1.0,0.0
0.0,true,-1,446.0,-1.0,-1.0,15005,1.0,0.0
0.0,true,-1,402.0,-1.0,-1.0,10489,1.0,0.0
0.0,true,-1,474.0,-1.0,-1.0,11167,1.0,0.0
0.0,true,-1,316.0,-1.0,-1.0,7340,1.0,0.0
0.0,true,-1,346.0,-1.0,-1.0,7710,1.0,0.0
0.0,true,-1,334.0,-1.0,-1.0,8175,1.0,0.0
0.0,true,-1,338.0,-1.0,-1.0,8255,1.0,0.0
0.0,true,-1,304.0,-1.0,-1.0,6425,1.0,0.0
0.0,true,-1,304.0,-1.0,-1.0,6322,1.0,0.0
0.0,true,-1,370.0,-1.0,-1.0,9280,1.0,0.0
0.0,true,-1,316.0,-1.0,-1.0,8892,1.0,0.0
0.0,true,-1,318.0,-1.0,-1.0,8970,1.0,0.0
0.0,true,-1,408.0,-1.0,-1.0,10086,1.0,0.0
0.0,true,-1,322.0,-1.0,-1.0,9502,1.0,0.0
0.0,true,-1,322.0,-1.0,-1.0,7284,1.0,0.0
0.0,true,-1,376.0,-1.0,-1.0,9707,1.0,0.0
0.0,true,-1,458.0,-1.0,-1.0,11834,1.0,0.0
0.0,true,-1,308.0,-1.0,-1.0,5528,1.0,0.0
0.0,true,-1,288.0,-1.0,-1.0,7408,1.0,0.0
0.0,true,-1,380.0,-1.0,-1.0,8710,1.0,0.0
0.0,true,-1,390.0,-1.0,-1.0,8170,1.0,0.0
0.0,true,-1,328.0,-1.0,-1.0,9623,1.0,0.0
0.0,true,-1,336.0,-1.0,-1.0,8157,1.0,0.0
0.0,true,-1,294.0,-1.0,-1.0,8219,1.0,0.0
0.0,true,-1,468.0,-1.0,-1.0,11305,1.0,0.0
0.0,true,-1,380.0,-1.0,-1.0,7726,1.0,0.0
0.0,true,-1,444.0,-1.0,-1.0,13820,1.0,0.0
0.0,true,-1,364.0,-1.0,-1.0,9417,1.0,0.0
0.0,true,-1,412.0,-1.0,-1.0,11151,1.0,0.0
0.0,true,-1,398.0,-1.0,-1.0,6442,1.0,0.0
0.0,true,-1,410.0,-1.0,-1.0,11365,1.0,0.0
0.0,true,-1,320.0,-1.0,-1.0,7888,1.0,0.0
0.0,true,-1,474.0,-1.0,-1.0,12035,1.0,0.0
0.0,true,-1,298.0,-1.0,-1.0,8640,1.0,0.0
0.0,true,-1,378.0,-1.0,-1.0,9137,1.0,0.0
0.0,true,-1,316.0,-1.0,-1.0,7393,1.0,0.0
0.0,true,-1,280.0,-1.0,-1.0,9366,1.0,0.0
0.0,true,-1,362.0,-1.0,-1.0,8915,1.0,0.0
0.0,true,-1,424.0,-1.0,-1.0,11580,1.0,0.0
0.0,true,-1,350.0,-1.0,-1.0,9312,1.0,0.0
0.0,true,-1,364.0,-1.0,-1.0,9864,1.0,0.0
0.0,true,-1,332.0,-1.0,-1.0,7701,1.0,0.0
0.0,true,-1,816.0,-1.0,-1.0,23967,1.0,0.0
0.0,true,-1,352.0,-1.0,-1.0,7229,1.0,0.0
0.0,true,-1,414.0,-1.0,-1.0,9175,1.0,0.0
0.0,true,-1,340.0,-1.0,-1.0,9174,1.0,0.0
0.0,true,-1,446.0,-1.0,-1.0,10441,1.0,0.0
0.0,true,-1,402.0,-1.0,-1.0,10977,1.0,0.0
0.0,true,-1,430.0,-1.0,-1.0,11670,1.0,0.0
0.0,true,-1,336.0,-1.0,-1.0,8562,1.0,0.0
0.0,true,-1,484.0,-1.0,-1.0,10715,1.0,0.0
0.0,true,-1,376.0,-1.0,-1.0,9049,1.0,0.0
0.0,true,-1,312.0,-1.0,-1.0,8114,1.0,0.0
0.0,true,-1,496.0,-1.0,-1.0,11868,1.0,0.0
0.0,true,-1,550.0,-1.0,-1.0,10357,1.0,0.0
0.0,true,-1,388.0,-1.0,-1.0,8543,1.0,0.0
0.0,true,-1,328.0,-1.0,-1.0,7966,1.0,0.0
0.0,true,-1,346.0,-1.0,-1.0,9304,1.0,0.0
0.0,true,-1,350.0,-1.0,-1.0,8837,1.0,0.0
0.0,true,-1,362.0,-1.0,-1.0,10919,1.0,0.0
0.0,true,-1,330.0,-1.0,-1.0,8157,1.0,0.0
0.0,true,-1,338.0,-1.0,-1.0,8140,1.0,0.0
0.0,true,-1,374.0,-1.0,-1.0,9587,1.0,0.0
0.0,true,-1,376.0,-1.0,-1.0,9901,1.0,0.0
0.0,true,-1,330.0,-1.0,-1.0,7011,1.0,0.0
0.0,true,-1,442.0,-1.0,-1.0,12429,1.0,0.0
0.0,true,-1,366.0,-1.0,-1.0,8449,1.0,0.0
0.0,true,-1,374.0,-1.0,-1.0,8019,1.0,0.0
0.0,true,-1,318.0,-1.0,-1.0,7088,1.0,0.0
0.0,true,-1,366.0,-1.0,-1.0,9801,1.0,0.0
0.0,true,-1,332.0,-1.0,-1.0,8821,1.0,0.0
0.0,true,-1,388.0,-1.0,-1.0,10594,1.0,0.0
0.0,true,-1,322.0,-1.0,-1.0,7799,1.0,0.0
0.0,true,-1,448.0,-1.0,-1.0,10338,1.0,0.0
0.0,true,-1,420.0,-1.0,-1.0,11528,1.0,0.0
0.0,true,-1,406.0,-1.0,-1.0,11886,1.0,0.0
0.0,true,-1,318.0,-1.0,-1.0,7148,1.0,0.0
0.0,true,-1,374.0,-1.0,-1.0,9271,1.0,0.0
0.0,true,-1,372.0,-1.0,-1.0,10184,1.0,0.0
0.0,true,-1,338.0,-1.0,-1.0,7685,1.0,0.0
0.0,true,-1,304.0,-1.0,-1.0,9281,1.0,0.0
0.0,true,-1,300.0,-1.0,-1.0,7833,1.0,0.0
0.0,true,-1,426.0,-1.0,-1.0,8243,1.0,0.0
0.0,true,-1,454.0,-1.0,-1.0,14262,1.0,0.0
0.0,true,-1,286.0,-1.0,-1.0,7174,1.0,0.0
0.0,true,-1,396.0,-1.0,-1.0,8272,1.0,0.0
0.0,true,-1,278.0,-1.0,-1.0,4422,1.0,0.0
0.0,true,-1,362.0,-1.0,-1.0,9159,1.0,0.0
0.0,true,-1,418.0,-1.0,-1.0,10695,1.0,0.0
0.0,true,-1,328.0,-1.0,-1.0,7439,1.0,0.0
0.0,true,-1,508.0,-1.0,-1.0,10526,1.0,0.0
0.0,true,-1,372.0,-1.0,-1.0,9623,1.0,0.0
0.0,true,-1,354.0,-1.0,-1.0,9307,1.0,0.0
0.0,true,-1,392.0,-1.0,-1.0,11155,1.0,0.0
0.0,true,-1,488.0,-1.0,-1.0,9672,1.0,0.0
0.0,true,-1,428.0,-1.0,-1.0,9967,1.0,0.0
0.0,true,-1,426.0,-1.0,-1.0,9029,1.0,0.0
0.0,true,-1,282.0,-1.0,-1.0,7166,1.0,0.0
0.0,true,-1,350.0,-1.0,-1.0,8729,1.0,0.0
0.0,true,-1,448.0,-1.0,-1.0,9493,1.0,0.0
0.0,true,-1,302.0,-1.0,-1.0,8886,1.0,0.0
0.0,true,-1,396.0,-1.0,-1.0,12878,1.0,0.0
0.0,true,-1,334.0,-1.0,-1.0,8400,1.0,0.0
0.0,true,-1,334.0,-1.0,-1.0,9434,1.0,0.0
0.0,true,-1,484.0,-1.0,-1.0,11629,1.0,0.0
0.0,true,-1,486.0,-1.0,-1.0,9494,1.0,0.0
0.0,true,-1,538.0,-1.0,-1.0,10079,1.0,0.0
0.0,true,-1,338.0,-1.0,-1.0,7839,1.0,0.0
0.0,true,-1,370.0,-1.0,-1.0,11858,1.0,0.0
0.0,true,-1,316.0,-1.0,-1.0,9889,1.0,0.0
0.0,true,-1,478.0,-1.0,-1.0,12433,1.0,0.0
0.0,true,-1,332.0,-1.0,-1.0,6312,1.0,0.0
0.0,true,-1,412.0,-1.0,-1.0,10563,1.0,0.0
0.0,true,-1,332.0,-1.0,-1.0,7998,1.0,0.0
0.0,true,-1,334.0,-1.0,-1.0,9401,1.0,0.0
0.0,true,-1,332.0,-1.0,-1.0,6962,1.0,0.0
0.0,true,-1,486.0,-1.0,-1.0,11346,1.0,0.0
0.0,true,-1,406.0,-1.0,-1.0,11997,1.0,0.0
0.0,true,-1,298.0,-1.0,-1.0,6799,1.0,0.0
0.0,true,-1,332.0,-1.0,-1.0,8010,1.0,0.0
0.0,true,-1,372.0,-1.0,-1.0,8868,1.0,0.0
0.0,true,-1,436.0,-1.0,-1.0,9820,1.0,0.0
0.0,true,-1,394.0,-1.0,-1.0,9044,1.0,0.0
0.0,true,-1,324.0,-1.0,-1.0,7557,1.0,0.0
0.0,true,-1,278.0,-1.0,-1.0,7255,1.0,0.0
0.0,true,-1,480.0,-1.0,-1.0,10838,1.0,0.0
0.0,true,-1,324.0,-1.0,-1.0,8505,1.0,0.0
0.0,true,-1,324.0,-1.0,-1.0,7846,1.0,0.0
0.0,true,-1,424.0,-1.0,-1.0,10742,1.0,0.0
0.0,true,-1,474.0,-1.0,-1.0,8915,1.0,0.0
0.0,true,-1,388.0,-1.0,-1.0,8474,1.0,0.0
0.0,true,-1,434.0,-1.0,-1.0,10645,1.0,0.0
0.0,true,-1,378.0,-1.0,-1.0,7584,1.0,0.0
0.0,true,-1,394.0,-1.0,-1.0,11238,1.0,0.0
0.0,true,-1,386.0,-1.0,-1.0,11247,1.0,0.0
0.0,true,-1,268.0,-1.0,-1.0,7890,1.0,0.0
0.0,true,-1,328.0,-1.0,-1.0,7221,1.0,0.0
0.0,true,-1,340.0,-1.0,-1.0,8278,1.0,0.0
0.0,true,-1,360.0,-1.0,-1.0,11011,1.0,0.0
0.0,true,-1,380.0,-1.0,-1.0,9195,1.0,0.0
0.0,true,-1,406.0,-1.0,-1.0,10230,1.0,0.0
0.0,true,-1,458.0,-1.0,-1.0,13045,1.0,0.0
0.0,true,-1,322.0,-1.0,-1.0,7803,1.0,0.0
0.0,true,-1,344.0,-1.0,-1.0,9565,1.0,0.0
0.0,true,-1,368.0,-1.0,-1.0,8915,1.0,0.0
0.0,true,-1,446.0,-1.0,-1.0,11747,1.0,0.0
0.0,true,-1,400.0,-1.0,-1.0,8631,1.0,0.0
0.0,true,-1,534.0,-1.0,-1.0,15460,1.0,0.0
0.0,true,-1,332.0,-1.0,-1.0,8947,1.0,0.0
0.0,true,-1,434.0,-1.0,-1.0,9522,1.0,0.0
0.0,true,-1,448.0,-1.0,-1.0,13868,1.0,0.0
0.0,true,-1,410.0,-1.0,-1.0,10147,1.0,0.0
0.0,true,-1,316.0,-1.0,-1.0,6590,1.0,0.0
0.0,true,-1,364.0,-1.0,-1.0,7764,1.0,0.0
0.0,true,-1,336.0,-1.0,-1.0,8055,1.0,0.0
0.0,true,-1,586.0,-1.0,-1.0,15041,1.0,0.0
0.0,true,-1,508.0,-1.0,-1.0,11027,1.0,0.0
0.0,true,-1,398.0,-1.0,-1.0,8426,1.0,0.0
0.0,true,-1,454.0,-1.0,-1.0,9729,1.0,0.0
0.0,true,-1,404.0,-1.0,-1.0,8892,1.0,0.0
0.0,true,-1,298.0,-1.0,-1.0,6165,1.0,0.0
0.0,true,-1,324.0,-1.0,-1.0,6690,1.0,0.0
0.0,true,-1,368.0,-1.0,-1.0,9697,1.0,0.0
0.0,true,-1,338.0,-1.0,-1.0,8521,1.0,0.0
0.0,true,-1,364.0,-1.0,-1.0,8978,1.0,0.0
0.0,true,-1,374.0,-1.0,-1.0,8851,1.0,0.0
0.0,true,-1,394.0,-1.0,-1.0,10002,1.0,0.0
0.0,true,-1,422.0,-1.0,-1.0,10721,1.0,0.0
0.0,true,-1,354.0,-1.0,-1.0,8384,1.0,0.0
0.0,true,-1,342.0,-1.0,-1.0,7181,1.0,0.0
0.0,true,-1,394.0,-1.0,-1.0,9723,1.0,0.0
0.0,true,-1,310.0,-1.0,-1.0,6378,1.0,0.0
0.0,true,-1,312.0,-1.0,-1.0,8004,1.0,0.0
0.0,true,-1,320.0,-1.0,-1.0,8097,1.0,0.0
0.0,true,-1,308.0,-1.0,-1.0,9665,1.0,0.0
0.0,true,-1,414.0,-1.0,-1.0,11494,1.0,0.0
0.0,true,-1,458.0,-1.0,-1.0,10939,1.0,0.0
0.0,true,-1,432.0,-1.0,-1.0,10015,1.0,0.0
0.0,true,-1,410.0,-1.0,-1.0,11195,1.0,0.0
0.0,true,-1,400.0,-1.0,-1.0,10321,1.0,0.0
0.0,true,-1,418.0,-1.0,-1.0,8657,1.0,0.0
0.0,true,-1,322.0,-1.0,-1.0,6695,1.0,0.0
0.0,true,-1,354.0,-1.0,-1.0,9474,1.0,0.0
0.0,true,-1,426.0,-1.0,-1.0,10549,1.0,0.0
0.0,true,-1,294.0,-1.0,-1.0,9107,1.0,0.0
0.0,true,-1,334.0,-1.0,-1.0,8875,1.0,0.0
0.0,true,-1,370.0,-1.0,-1.0,7647,1.0,0.0
0.0,true,-1,374.0,-1.0,-1.0,7555,1.0,0.0
0.0,true,-1,344.0,-1.0,-1.0,9754,1.0,0.0
0.0,true,-1,476.0,-1.0,-1.0,12893,1.0,0.0
0.0,true,-1,306.0,-1.0,-1.0,7154,1.0,0.0
0.0,true,-1,466.0,-1.0,-1.0,9879,1.0,0.0
0.0,true,-1,380.0,-1.0,-1.0,12202,1.0,0.0
0.0,true,-1,396.0,-1.0,-1.0,9836,1.0,0.0
0.0,true,-1,414.0,-1.0,-1.0,9707,1.0,0.0
0.0,true,-1,338.0,-1.0,-1.0,6190,1.0,0.0
0.0,true,-1,470.0,-1.0,-1.0,13810,1.0,0.0
0.0,true,-1,362.0,-1.0,-1.0,8203,1.0,0.0
0.0,true,-1,458.0,-1.0,-1.0,10153,1.0,0.0
0.0,true,-1,446.0,-1.0,-1.0,11172,1.0,0.0
0.0,true,-1,336.0,-1.0,-1.0,9491,1.0,0.0
0.0,true,-1,322.0,-1.0,-1.0,7951,1.0,0.0
0.0,true,-1,518.0,-1.0,-1.0,9690,1.0,0.0
0.0,true,-1,340.0,-1.0,-1.0,7703,1.0,0.0
0.0,true,-1,464.0,-1.0,-1.0,9520,1.0,0.0
0.0,true,-1,348.0,-1.0,-1.0,11020,1.0,0.0
0.0,true,-1,272.0,-1.0,-1.0,6789,1.0,0.0
0.0,true,-1,270.0,-1.0,-1.0,7567,1.0,0.0
0.0,true,-1,452.0,-1.0,-1.0,10514,1.0,0.0
0.0,true,-1,402.0,-1.0,-1.0,8888,1.0,0.0
0.0,true,-1,442.0,-1.0,-1.0,9248,1.0,0.0
0.0,true,-1,278.0,-1.0,-1.0,7182,1.0,0.0
0.0,true,-1,390.0,-1.0,-1.0,9387,1.0,0.0
0.0,true,-1,318.0,-1.0,-1.0,6311,1.0,0.0
0.0,true,-1,310.0,-1.0,-1.0,8398,1.0,0.0
0.0,true,-1,490.0,-1.0,-1.0,13321,1.0,0.0
0.0,true,-1,454.0,-1.0,-1.0,12669,1.0,0.0
0.0,true,-1,394.0,-1.0,-1.0,11416,1.0,0.0
0.0,true,-1,360.0,-1.0,-1.0,10833,1.0,0.0
0.0,true,-1,416.0,-1.0,-1.0,10069,1.0,0.0
0.0,true,-1,382.0,-1.0,-1.0,11038,1.0,0.0
0.0,true,-1,372.0,-1.0,-1.0,9116,1.0,0.0
0.0,true,-1,412.0,-1.0,-1.0,9475,1.0,0.0
0.0,true,-1,394.0,-1.0,-1.0,11829,1.0,0.0
0.0,true,-1,344.0,-1.0,-1.0,7609,1.0,0.0
0.0,true,-1,492.0,-1.0,-1.0,15191,1.0,0.0
0.0,true,-1,382.0,-1.0,-1.0,10249,1.0,0.0
0.0,true,-1,428.0,-1.0,-1.0,11568,1.0,0.0
0.0,true,-1,510.0,-1.0,-1.0,15073,1.0,0.0
0.0,true,-1,298.0,-1.0,-1.0,8605,1.0,0.0
0.0,true,-1,360.0,-1.0,-1.0,8554,1.0,0.0
0.0,true,-1,490.0,-1.0,-1.0,10558,1.0,0.0
0.0,true,-1,362.0,-1.0,-1.0,9075,1.0,0.0
0.0,true,-1,338.0,-1.0,-1.0,7495,1.0,0.0
0.0,true,-1,388.0,-1.0,-1.0,9885,1.0,0.0
0.0,true,-1,448.0,-1.0,-1.0,11326,1.0,0.0
0.0,true,-1,334.0,-1.0,-1.0,10010,1.0,0.0
0.0,true,-1,304.0,-1.0,-1.0,5805,1.0,0.0
0.0,true,-1,384.0,-1.0,-1.0,8757,1.0,0.0
0.0,true,-1,398.0,-1.0,-1.0,10532,1.0,0.0
0.0,true,-1,286.0,-1.0,-1.0,6880,1.0,0.0
0.0,true,-1,472.0,-1.0,-1.0,11408,1.0,0.0
0.0,true,-1,396.0,-1.0,-1.0,9390,1.0,0.0
0.0,true,-1,406.0,-1.0,-1.0,9214,1.0,0.0
0.0,true,-1,352.0,-1.0,-1.0,9180,1.0,0.0
0.0,true,-1,318.0,-1.0,-1.0,6472,1.0,0.0
0.0,true,-1,384.0,-1.0,-1.0,10263,1.0,0.0
0.0,true,-1,316.0,-1.0,-1.0,6924,1.0,0.0
0.0,true,-1,344.0,-1.0,-1.0,7260,1.0,0.0
0.0,true,-1,360.0,-1.0,-1.0,10700,1.0,0.0
0.0,true,-1,316.0,-1.0,-1.0,9739,1.0,0.0
0.0,true,-1,462.0,-1.0,-1.0,14905,1.0,0.0
0.0,true,-1,430.0,-1.0,-1.0,14094,1.0,0.0
0.0,true,-1,444.0,-1.0,-1.0,11243,1.0,0.0
0.0,true,-1,264.0,-1.0,-1.0,7352,1.0,0.0
0.0,true,-1,296.0,-1.0,-1.0,8501,1.0,0.0
0.0,true,-1,338.0,-1.0,-1.0,8362,1.0,0.0
0.0,true,-1,380.0,-1.0,-1.0,9423,1.0,0.0
0.0,true,-1,368.0,-1.0,-1.0,8581,1.0,0.0
0.0,true,-1,384.0,-1.0,-1.0,9409,1.0,0.0
0.0,true,-1,326.0,-1.0,-1.0,9975,1.0,0.0
0.0,true,-1,440.0,-1.0,-1.0,13808,1.0,0.0
0.0,true,-1,422.0,-1.0,-1.0,12179,1.0,0.0
0.0,true,-1,528.0,-1.0,-1.0,15015,1.0,0.0
0.0,true,-1,350.0,-1.0,-1.0,10925,1.0,0.0
0.0,true,-1,414.0,-1.0,-1.0,7962,1.0,0.0
0.0,true,-1,290.0,-1.0,-1.0,8107,1.0,0.0
0.0,true,-1,336.0,-1.0,-1.0,8204,1.0,0.0
0.0,true,-1,424.0,-1.0,-1.0,11188,1.0,0.0
0.0,true,-1,328.0,-1.0,-1.0,7470,1.0,0.0
0.0,true,-1,426.0,-1.0,-1.0,9036,1.0,0.0
0.0,true,-1,382.0,-1.0,-1.0,8995,1.0,0.0
0.0,true,-1,416.0,-1.0,-1.0,12587,1.0,0.0
0.0,true,-1,354.0,-1.0,-1.0,10016,1.0,0.0
0.0,true,-1,366.0,-1.0,-1.0,9269,1.0,0.0
0.0,true,-1,354.0,-1.0,-1.0,9075,1.0,0.0
0.0,true,-1,368.0,-1.0,-1.0,9328,1.0,0.0
0.0,true,-1,472.0,-1.0,-1.0,14446,1.0,0.0
0.0,true,-1,480.0,-1.0,-1.0,10777,1.0,0.0
0.0,true,-1,372.0,-1.0,-1.0,9482,1.0,0.0
0.0,true,-1,468.0,-1.0,-1.0,11603,1.0,0.0
0.0,true,-1,372.0,-1.0,-1.0,9485,1.0,0.0
0.0,true,-1,424.0,-1.0,-1.0,6662,1.0,0.0
0.0,true,-1,324.0,-1.0,-1.0,9486,1.0,0.0
0.0,true,-1,486.0,-1.0,-1.0,11049,1.0,0.0
0.0,true,-1,304.0,-1.0,-1.0,7543,1.0,0.0
0.0,true,-1,386.0,-1.0,-1.0,9201,1.0,0.0
0.0,true,-1,288.0,-1.0,-1.0,7745,1.0,0.0
